,EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
184,567958,TULARE CTY FOOTHILLS (ZONE), ,04/01/2015,0,Drought, , ,0,0,0,0,CA,PST-8, ,94454,Z,94,HNX,0,0,Emergency Manager, , , , , , , , , , , , ,,"The California drought continued in full force during the month of April, 2015. Temperatures continued to average above normal. While there was some precipitation in April, it was not uniformly distributed. Fresno received 1.25 inches of rain (131% of normal) while Bakersfield received only 0.08 inches (15% of normal). Overall, seasonal rainfall amounts continued to be only 50-75 percent of normal across central California.   ||The U.S. Drought Monitor continued to report exceptional drought conditions across the entire Central California region. This extent of exceptional drought is extremely unusual for California. The 2013-2014 water year (July 1 - June 30) concluded with Fresno setting its second driest on record (4.81 inches) and Bakersfield setting its third driest (2.41 inches). For the calendar year, 2014 was the warmest year on record for Fresno and Bakersfield. The trend of below normal precipitation and above normal temperatures has continued through the first few months of 2015. ||There continues to be significant media coverage on the on-going drought conditions. These reports include discussion of significant re-allocation of water resources from the east to west side of the San Joaquin Valley, farmers forgoing planting of some crops, a decrease in the snow-related tourism activity in the Southern Sierra Nevada, reduction in air quality due to persistent stagnant air, loss or reduction of ground water, wells drying up in several communities leaving them with no water, and an unprecedented increase in fire danger across the Southern Sierra Nevada and Tehachapi Mountains.",51
185,567957,S SIERRA FOOTHILLS (ZONE), ,04/01/2015,0,Drought, , ,0,0,0,0,CA,PST-8, ,94454,Z,93,HNX,0,0,Emergency Manager, , , , , , , , , , , , ,,"The California drought continued in full force during the month of April, 2015. Temperatures continued to average above normal. While there was some precipitation in April, it was not uniformly distributed. Fresno received 1.25 inches of rain (131% of normal) while Bakersfield received only 0.08 inches (15% of normal). Overall, seasonal rainfall amounts continued to be only 50-75 percent of normal across central California.   ||The U.S. Drought Monitor continued to report exceptional drought conditions across the entire Central California region. This extent of exceptional drought is extremely unusual for California. The 2013-2014 water year (July 1 - June 30) concluded with Fresno setting its second driest on record (4.81 inches) and Bakersfield setting its third driest (2.41 inches). For the calendar year, 2014 was the warmest year on record for Fresno and Bakersfield. The trend of below normal precipitation and above normal temperatures has continued through the first few months of 2015. ||There continues to be significant media coverage on the on-going drought conditions. These reports include discussion of significant re-allocation of water resources from the east to west side of the San Joaquin Valley, farmers forgoing planting of some crops, a decrease in the snow-related tourism activity in the Southern Sierra Nevada, reduction in air quality due to persistent stagnant air, loss or reduction of ground water, wells drying up in several communities leaving them with no water, and an unprecedented increase in fire danger across the Southern Sierra Nevada and Tehachapi Mountains.",52
186,567956,SE S.J. VALLEY (ZONE), ,04/01/2015,0,Drought, , ,0,0,0,0,CA,PST-8, ,94454,Z,92,HNX,0,0,Emergency Manager, , , , , , , , , , , , ,,"The California drought continued in full force during the month of April, 2015. Temperatures continued to average above normal. While there was some precipitation in April, it was not uniformly distributed. Fresno received 1.25 inches of rain (131% of normal) while Bakersfield received only 0.08 inches (15% of normal). Overall, seasonal rainfall amounts continued to be only 50-75 percent of normal across central California.   ||The U.S. Drought Monitor continued to report exceptional drought conditions across the entire Central California region. This extent of exceptional drought is extremely unusual for California. The 2013-2014 water year (July 1 - June 30) concluded with Fresno setting its second driest on record (4.81 inches) and Bakersfield setting its third driest (2.41 inches). For the calendar year, 2014 was the warmest year on record for Fresno and Bakersfield. The trend of below normal precipitation and above normal temperatures has continued through the first few months of 2015. ||There continues to be significant media coverage on the on-going drought conditions. These reports include discussion of significant re-allocation of water resources from the east to west side of the San Joaquin Valley, farmers forgoing planting of some crops, a decrease in the snow-related tourism activity in the Southern Sierra Nevada, reduction in air quality due to persistent stagnant air, loss or reduction of ground water, wells drying up in several communities leaving them with no water, and an unprecedented increase in fire danger across the Southern Sierra Nevada and Tehachapi Mountains.",53
187,567955,SW S.J. VALLEY (ZONE), ,04/01/2015,0,Drought, , ,0,0,0,0,CA,PST-8, ,94454,Z,91,HNX,0,0,Emergency Manager, , , , , , , , , , , , ,,"The California drought continued in full force during the month of April, 2015. Temperatures continued to average above normal. While there was some precipitation in April, it was not uniformly distributed. Fresno received 1.25 inches of rain (131% of normal) while Bakersfield received only 0.08 inches (15% of normal). Overall, seasonal rainfall amounts continued to be only 50-75 percent of normal across central California.   ||The U.S. Drought Monitor continued to report exceptional drought conditions across the entire Central California region. This extent of exceptional drought is extremely unusual for California. The 2013-2014 water year (July 1 - June 30) concluded with Fresno setting its second driest on record (4.81 inches) and Bakersfield setting its third driest (2.41 inches). For the calendar year, 2014 was the warmest year on record for Fresno and Bakersfield. The trend of below normal precipitation and above normal temperatures has continued through the first few months of 2015. ||There continues to be significant media coverage on the on-going drought conditions. These reports include discussion of significant re-allocation of water resources from the east to west side of the San Joaquin Valley, farmers forgoing planting of some crops, a decrease in the snow-related tourism activity in the Southern Sierra Nevada, reduction in air quality due to persistent stagnant air, loss or reduction of ground water, wells drying up in several communities leaving them with no water, and an unprecedented increase in fire danger across the Southern Sierra Nevada and Tehachapi Mountains.",54
188,567953,W CENTRAL S.J. VALLEY (ZONE), ,04/01/2015,0,Drought, , ,0,0,0,0,CA,PST-8, ,94454,Z,89,HNX,0,0,Emergency Manager, , , , , , , , , , , , ,,"The California drought continued in full force during the month of April, 2015. Temperatures continued to average above normal. While there was some precipitation in April, it was not uniformly distributed. Fresno received 1.25 inches of rain (131% of normal) while Bakersfield received only 0.08 inches (15% of normal). Overall, seasonal rainfall amounts continued to be only 50-75 percent of normal across central California.   ||The U.S. Drought Monitor continued to report exceptional drought conditions across the entire Central California region. This extent of exceptional drought is extremely unusual for California. The 2013-2014 water year (July 1 - June 30) concluded with Fresno setting its second driest on record (4.81 inches) and Bakersfield setting its third driest (2.41 inches). For the calendar year, 2014 was the warmest year on record for Fresno and Bakersfield. The trend of below normal precipitation and above normal temperatures has continued through the first few months of 2015. ||There continues to be significant media coverage on the on-going drought conditions. These reports include discussion of significant re-allocation of water resources from the east to west side of the San Joaquin Valley, farmers forgoing planting of some crops, a decrease in the snow-related tourism activity in the Southern Sierra Nevada, reduction in air quality due to persistent stagnant air, loss or reduction of ground water, wells drying up in several communities leaving them with no water, and an unprecedented increase in fire danger across the Southern Sierra Nevada and Tehachapi Mountains.",55
189,568226,NORTHERN SAN JOAQUIN VALLEY (ZONE), ,04/01/2015,0,Drought, , ,0,0,0,0,CA,PST-8, ,94508,Z,19,STO,0,0,Newspaper, , , , , , , , , , , , ,"The drought is strongly impacting the northern San Joaquin Valley, with farmers reducing acres planted and removing some trees from orchards. Agriculture and related businesses have lost jobs. Air quality has suffered, with particulate levels at the highest levels in a decade for some locations.","The long term drought continues as April was yet another below normal month for precipitation for much of the area. There was some mountain snowfall, but this did little to improve the snow pack, which remained at the lowest levels on record. By the end of April, the snow pack was only about 4 percent of normal levels. As a result, reservoirs across the area by the end of April remained well below normal levels with little or no spring rise, due to the lack of snow melt.||Extreme drought was detected by the U.S. Drought Monitor across most the region, with exceptional drought for the northern San Joaquin Valley, the central and southern Sacramento Valley, the Burney Basin and the Sierra south of Interstate 80.| |Governor Jerry Brown declared a drought emergency for the entire state of California January 17, 2014 and this continued to be in effect.  ||Local Emergency Proclamations have been issued for El Dorado, Glenn, Lake, Plumas,  San Joaquin, Shasta, Sutter,  Tuolumne, and Yuba counties. The cities of Live Oak Lodi, and Ripon continue in a drought emergency. Drought task forces have been established in Butte, Lake, Nevada, Placer, Plumas, Sacramento, San Joaquin, Stanislaus, Sutter, Tehama, Tuolumne, and Yolo counties to coordinate response to the drought.||Mandatory water reductions of 25 percent as ordered by Governor Brown were in effect statewide, the first time such mandatory restrictions have been enacted.||Agriculture has been heavily impacted, with numerous farm and farm related jobs lost. Spring planting is being scaled back significantly, with many existing tree crops and vines being removed due to a lack of irrigation water. The state continued to supply food assistance to those impacted. California Disaster Assistance Act money continued to be provided for those who have lost drinking water due to dry wells.||There was a large decrease in the snow-related tourism activity in the mountains due to the lack of snow, with many resorts closing early in the month or having already closed in March.",56
190,568225,CENTRAL SACRAMENTO VALLEY (ZONE), ,04/01/2015,0,Drought, , ,0,0,0,0,CA,PST-8, ,94508,Z,16,STO,0,0,Newspaper, , , , , , , , , , , , ,"The drought is impacting the central Sacramento Valley, with farmers reducing acres planted and removing some trees from orchards. An example of this is rice acreage, which has been cut back by about 25 percent. Agriculture and related businesses have lost jobs. Air quality has suffered, with particulate levels at the highest levels in a decade for some locations.","The long term drought continues as April was yet another below normal month for precipitation for much of the area. There was some mountain snowfall, but this did little to improve the snow pack, which remained at the lowest levels on record. By the end of April, the snow pack was only about 4 percent of normal levels. As a result, reservoirs across the area by the end of April remained well below normal levels with little or no spring rise, due to the lack of snow melt.||Extreme drought was detected by the U.S. Drought Monitor across most the region, with exceptional drought for the northern San Joaquin Valley, the central and southern Sacramento Valley, the Burney Basin and the Sierra south of Interstate 80.| |Governor Jerry Brown declared a drought emergency for the entire state of California January 17, 2014 and this continued to be in effect.  ||Local Emergency Proclamations have been issued for El Dorado, Glenn, Lake, Plumas,  San Joaquin, Shasta, Sutter,  Tuolumne, and Yuba counties. The cities of Live Oak Lodi, and Ripon continue in a drought emergency. Drought task forces have been established in Butte, Lake, Nevada, Placer, Plumas, Sacramento, San Joaquin, Stanislaus, Sutter, Tehama, Tuolumne, and Yolo counties to coordinate response to the drought.||Mandatory water reductions of 25 percent as ordered by Governor Brown were in effect statewide, the first time such mandatory restrictions have been enacted.||Agriculture has been heavily impacted, with numerous farm and farm related jobs lost. Spring planting is being scaled back significantly, with many existing tree crops and vines being removed due to a lack of irrigation water. The state continued to supply food assistance to those impacted. California Disaster Assistance Act money continued to be provided for those who have lost drinking water due to dry wells.||There was a large decrease in the snow-related tourism activity in the mountains due to the lack of snow, with many resorts closing early in the month or having already closed in March.",57
191,568223,SOUTHERN SACRAMENTO VALLEY (ZONE), ,04/01/2015,0,Drought, , ,0,0,0,0,CA,PST-8, ,94508,Z,17,STO,0,0,Newspaper, , , , , , , , , , , , ,"The drought continues to impact the southern Sacramento Valley, with farmers reducing acres planted and removing some trees from orchards. An example of this is rice acreage, which has been cut back by about 25 percent. Agriculture and related businesses have lost jobs. Air quality has suffered, with particulate levels at the highest levels in a decade for some locations.","The long term drought continues as April was yet another below normal month for precipitation for much of the area. There was some mountain snowfall, but this did little to improve the snow pack, which remained at the lowest levels on record. By the end of April, the snow pack was only about 4 percent of normal levels. As a result, reservoirs across the area by the end of April remained well below normal levels with little or no spring rise, due to the lack of snow melt.||Extreme drought was detected by the U.S. Drought Monitor across most the region, with exceptional drought for the northern San Joaquin Valley, the central and southern Sacramento Valley, the Burney Basin and the Sierra south of Interstate 80.| |Governor Jerry Brown declared a drought emergency for the entire state of California January 17, 2014 and this continued to be in effect.  ||Local Emergency Proclamations have been issued for El Dorado, Glenn, Lake, Plumas,  San Joaquin, Shasta, Sutter,  Tuolumne, and Yuba counties. The cities of Live Oak Lodi, and Ripon continue in a drought emergency. Drought task forces have been established in Butte, Lake, Nevada, Placer, Plumas, Sacramento, San Joaquin, Stanislaus, Sutter, Tehama, Tuolumne, and Yolo counties to coordinate response to the drought.||Mandatory water reductions of 25 percent as ordered by Governor Brown were in effect statewide, the first time such mandatory restrictions have been enacted.||Agriculture has been heavily impacted, with numerous farm and farm related jobs lost. Spring planting is being scaled back significantly, with many existing tree crops and vines being removed due to a lack of irrigation water. The state continued to supply food assistance to those impacted. California Disaster Assistance Act money continued to be provided for those who have lost drinking water due to dry wells.||There was a large decrease in the snow-related tourism activity in the mountains due to the lack of snow, with many resorts closing early in the month or having already closed in March.",58
192,568221,NORTHERN SACRAMENTO VALLEY (ZONE), ,04/01/2015,0,Drought, , ,0,0,0,0,CA,PST-8, ,94508,Z,15,STO,0,0,Newspaper, , , , , , , , , , , , ,"The drought continued to impact the northern Sacramento Valley, with farmers reducing acres planted and removing some trees from orchards. Agriculture and related businesses have lost jobs. Air quality has suffered, with particulate levels at the highest levels in a decade for some locations.","The long term drought continues as April was yet another below normal month for precipitation for much of the area. There was some mountain snowfall, but this did little to improve the snow pack, which remained at the lowest levels on record. By the end of April, the snow pack was only about 4 percent of normal levels. As a result, reservoirs across the area by the end of April remained well below normal levels with little or no spring rise, due to the lack of snow melt.||Extreme drought was detected by the U.S. Drought Monitor across most the region, with exceptional drought for the northern San Joaquin Valley, the central and southern Sacramento Valley, the Burney Basin and the Sierra south of Interstate 80.| |Governor Jerry Brown declared a drought emergency for the entire state of California January 17, 2014 and this continued to be in effect.  ||Local Emergency Proclamations have been issued for El Dorado, Glenn, Lake, Plumas,  San Joaquin, Shasta, Sutter,  Tuolumne, and Yuba counties. The cities of Live Oak Lodi, and Ripon continue in a drought emergency. Drought task forces have been established in Butte, Lake, Nevada, Placer, Plumas, Sacramento, San Joaquin, Stanislaus, Sutter, Tehama, Tuolumne, and Yolo counties to coordinate response to the drought.||Mandatory water reductions of 25 percent as ordered by Governor Brown were in effect statewide, the first time such mandatory restrictions have been enacted.||Agriculture has been heavily impacted, with numerous farm and farm related jobs lost. Spring planting is being scaled back significantly, with many existing tree crops and vines being removed due to a lack of irrigation water. The state continued to supply food assistance to those impacted. California Disaster Assistance Act money continued to be provided for those who have lost drinking water due to dry wells.||There was a large decrease in the snow-related tourism activity in the mountains due to the lack of snow, with many resorts closing early in the month or having already closed in March.",59
193,568230,WEST SLOPE NORTHERN SIERRA NEVADA (ZONE), ,04/01/2015,0,Drought, , ,0,0,0,0,CA,PST-8, ,94508,Z,69,STO,0,0,Newspaper, , , , , , , , , , , , ,"There was a large decrease in the snow-related tourism activity in the Northern Sierra Nevada due to a well below normal snow pack. Many ski resorts ended their seasons early in April, or had already shut down in March.","The long term drought continues as April was yet another below normal month for precipitation for much of the area. There was some mountain snowfall, but this did little to improve the snow pack, which remained at the lowest levels on record. By the end of April, the snow pack was only about 4 percent of normal levels. As a result, reservoirs across the area by the end of April remained well below normal levels with little or no spring rise, due to the lack of snow melt.||Extreme drought was detected by the U.S. Drought Monitor across most the region, with exceptional drought for the northern San Joaquin Valley, the central and southern Sacramento Valley, the Burney Basin and the Sierra south of Interstate 80.| |Governor Jerry Brown declared a drought emergency for the entire state of California January 17, 2014 and this continued to be in effect.  ||Local Emergency Proclamations have been issued for El Dorado, Glenn, Lake, Plumas,  San Joaquin, Shasta, Sutter,  Tuolumne, and Yuba counties. The cities of Live Oak Lodi, and Ripon continue in a drought emergency. Drought task forces have been established in Butte, Lake, Nevada, Placer, Plumas, Sacramento, San Joaquin, Stanislaus, Sutter, Tehama, Tuolumne, and Yolo counties to coordinate response to the drought.||Mandatory water reductions of 25 percent as ordered by Governor Brown were in effect statewide, the first time such mandatory restrictions have been enacted.||Agriculture has been heavily impacted, with numerous farm and farm related jobs lost. Spring planting is being scaled back significantly, with many existing tree crops and vines being removed due to a lack of irrigation water. The state continued to supply food assistance to those impacted. California Disaster Assistance Act money continued to be provided for those who have lost drinking water due to dry wells.||There was a large decrease in the snow-related tourism activity in the mountains due to the lack of snow, with many resorts closing early in the month or having already closed in March.",60
194,568229,CLEAR LAKE/SOUTHERN LAKE COUNTY (ZONE), ,04/01/2015,0,Drought, , ,0,0,0,0,CA,PST-8, ,94508,Z,64,STO,0,0,Newspaper, , , , , , , , , , , , ,"The drought continues to impact Lake County, with farmers clipping some wine grape vines, reducing irrigation needed this summer, while reducing their harvest. Agriculture and related businesses have lost jobs.","The long term drought continues as April was yet another below normal month for precipitation for much of the area. There was some mountain snowfall, but this did little to improve the snow pack, which remained at the lowest levels on record. By the end of April, the snow pack was only about 4 percent of normal levels. As a result, reservoirs across the area by the end of April remained well below normal levels with little or no spring rise, due to the lack of snow melt.||Extreme drought was detected by the U.S. Drought Monitor across most the region, with exceptional drought for the northern San Joaquin Valley, the central and southern Sacramento Valley, the Burney Basin and the Sierra south of Interstate 80.| |Governor Jerry Brown declared a drought emergency for the entire state of California January 17, 2014 and this continued to be in effect.  ||Local Emergency Proclamations have been issued for El Dorado, Glenn, Lake, Plumas,  San Joaquin, Shasta, Sutter,  Tuolumne, and Yuba counties. The cities of Live Oak Lodi, and Ripon continue in a drought emergency. Drought task forces have been established in Butte, Lake, Nevada, Placer, Plumas, Sacramento, San Joaquin, Stanislaus, Sutter, Tehama, Tuolumne, and Yolo counties to coordinate response to the drought.||Mandatory water reductions of 25 percent as ordered by Governor Brown were in effect statewide, the first time such mandatory restrictions have been enacted.||Agriculture has been heavily impacted, with numerous farm and farm related jobs lost. Spring planting is being scaled back significantly, with many existing tree crops and vines being removed due to a lack of irrigation water. The state continued to supply food assistance to those impacted. California Disaster Assistance Act money continued to be provided for those who have lost drinking water due to dry wells.||There was a large decrease in the snow-related tourism activity in the mountains due to the lack of snow, with many resorts closing early in the month or having already closed in March.",61
195,581881,NORTHERN SAN JOAQUIN VALLEY (ZONE), ,05/01/2015,0,Drought, , ,0,0,0,0,CA,PST-8, ,94509,Z,19,STO,0,0,Newspaper, , , , , , , , , , , , ,"Agriculture continued to be impacted with reduced planting and harvest of spring crops, bringing a significant loss of jobs. Tree mortality across the Valley increased, including  even normally drought resistant oak trees. Golf courses faced pressure to use less water and were doing so, dry, brown appearance of the turf. Some golf courses shut down for lack of water. Many people reduced landscape watering at homes or removed grass lawns.","The long term drought continues as May was yet another below normal month for precipitation for much of the area. There was some mountain precipitation in the form of rain, but much of it was focused along and east of the crest. Snow pack was at the lowest levels on record and by the end of the month was virtually nonexistent. As a result, reservoirs across the area by the end of the month were at well below normal levels and were already beginning to drop. ||Extreme drought was detected by the U.S. Drought Monitor across most the region, with exceptional drought for the northern San Joaquin Valley, the central and southern Sacramento Valley, the Burney Basin and the Sierra south of Interstate 80. ||Governor Jerry Brown declared a drought emergency for the entire state of California January 17, 2014 and this continued to be in effect. ||As a result of continuing drought conditions, emergency legislation appropriated over $1 billion of additional funds for drought-related projects and activities.|The Administration���s May Revision proposal includes an additional $2.2 billion for programs that protect and expand local water supplies, improve water conservation, and provide immediate relief to impacted communities. ||Local Emergency Proclamations have been issued for El Dorado, Glenn, Lake, Plumas, San Joaquin, Shasta, Sutter, Tuolumne, and Yuba counties. The cities of Live Oak Lodi, and Ripon continue in a drought emergency. Drought task forces have been established in Butte, Lake, Nevada, Placer, Plumas, Sacramento, San Joaquin, Stanislaus, Sutter, Tehama, Tuolumne, and Yolo counties to coordinate response to the drought. ||Mandatory water reductions of 25 percent as ordered by Governor Brown were in effect statewide, the first time such mandatory restrictions have been enacted. ||Agriculture has been heavily impacted, with numerous farm and farm related jobs lost. Spring planting is being scaled back significantly, with many existing tree crops and vines being removed due to a lack of irrigation water. The state continued to supply food assistance to those impacted. California Disaster Assistance Act money continued to be provided for those who have lost drinking water due to dry wells. ||Construction was begun of a $40 million temporary drought barrier on the West False River in the Sacramento-San Joaquin Delta was started to keep tidal salt water from contaminating drinking water to Bay Area residents.||Additional impacts included low spring runoff on fisheries and ecological affects on forests and wildlife.",62
196,572927,SW S.J. VALLEY (ZONE), ,05/01/2015,0,Drought, , ,0,0,0,0,CA,PST-8, ,95348,Z,91,HNX,0,0,Emergency Manager, , , , , , , , , , , , ,,"The California drought continued in full force during the month of May, 2015. Temperatures continued to average above normal. While there was some precipitation in May, it was not uniformly distributed. Fresno received 0.57 inches of rain (133% of normal) while Bakersfield received 0.68 inches (377% of normal). Overall, seasonal rainfall amounts continued to be only 35-65 percent of normal across central California. ||The U.S. Drought Monitor continued to report exceptional drought conditions across the entire Central California region. This extent of exceptional drought is extremely unusual for California. The 2013-2014 water year (July 1 - June 30) concluded with Fresno setting its second driest on record (4.81 inches) and Bakersfield setting its third driest (2.41 inches). For the calendar year, 2014 was the warmest year on record for Fresno and Bakersfield. The trend of below normal precipitation and above normal temperatures has continued through the first few months of 2015. ||There continues to be significant media coverage on the on-going drought conditions. These reports include discussion of significant re-allocation of water resources from the east to west side of the San Joaquin Valley, farmers forgoing planting of some crops, a decrease in the snow-related tourism activity in the Southern Sierra Nevada, reduction in air quality due to persistent stagnant air, loss or reduction of ground water, wells drying up in several communities leaving them with no water, and an unprecedented increase in fire danger across the Southern Sierra Nevada and Tehachapi Mountains.",63
197,572926,E CENTRAL S.J. VALLEY (ZONE), ,05/01/2015,0,Drought, , ,0,0,0,0,CA,PST-8, ,95348,Z,90,HNX,0,0,Emergency Manager, , , , , , , , , , , , ,,"The California drought continued in full force during the month of May, 2015. Temperatures continued to average above normal. While there was some precipitation in May, it was not uniformly distributed. Fresno received 0.57 inches of rain (133% of normal) while Bakersfield received 0.68 inches (377% of normal). Overall, seasonal rainfall amounts continued to be only 35-65 percent of normal across central California. ||The U.S. Drought Monitor continued to report exceptional drought conditions across the entire Central California region. This extent of exceptional drought is extremely unusual for California. The 2013-2014 water year (July 1 - June 30) concluded with Fresno setting its second driest on record (4.81 inches) and Bakersfield setting its third driest (2.41 inches). For the calendar year, 2014 was the warmest year on record for Fresno and Bakersfield. The trend of below normal precipitation and above normal temperatures has continued through the first few months of 2015. ||There continues to be significant media coverage on the on-going drought conditions. These reports include discussion of significant re-allocation of water resources from the east to west side of the San Joaquin Valley, farmers forgoing planting of some crops, a decrease in the snow-related tourism activity in the Southern Sierra Nevada, reduction in air quality due to persistent stagnant air, loss or reduction of ground water, wells drying up in several communities leaving them with no water, and an unprecedented increase in fire danger across the Southern Sierra Nevada and Tehachapi Mountains.",64
198,572925,W CENTRAL S.J. VALLEY (ZONE), ,05/01/2015,0,Drought, , ,0,0,0,0,CA,PST-8, ,95348,Z,89,HNX,0,0,Emergency Manager, , , , , , , , , , , , ,,"The California drought continued in full force during the month of May, 2015. Temperatures continued to average above normal. While there was some precipitation in May, it was not uniformly distributed. Fresno received 0.57 inches of rain (133% of normal) while Bakersfield received 0.68 inches (377% of normal). Overall, seasonal rainfall amounts continued to be only 35-65 percent of normal across central California. ||The U.S. Drought Monitor continued to report exceptional drought conditions across the entire Central California region. This extent of exceptional drought is extremely unusual for California. The 2013-2014 water year (July 1 - June 30) concluded with Fresno setting its second driest on record (4.81 inches) and Bakersfield setting its third driest (2.41 inches). For the calendar year, 2014 was the warmest year on record for Fresno and Bakersfield. The trend of below normal precipitation and above normal temperatures has continued through the first few months of 2015. ||There continues to be significant media coverage on the on-going drought conditions. These reports include discussion of significant re-allocation of water resources from the east to west side of the San Joaquin Valley, farmers forgoing planting of some crops, a decrease in the snow-related tourism activity in the Southern Sierra Nevada, reduction in air quality due to persistent stagnant air, loss or reduction of ground water, wells drying up in several communities leaving them with no water, and an unprecedented increase in fire danger across the Southern Sierra Nevada and Tehachapi Mountains.",65
199,572935,SE KERN CTY DESERT (ZONE), ,05/01/2015,0,Drought, , ,0,0,0,0,CA,PST-8, ,95348,Z,99,HNX,0,0,Emergency Manager, , , , , , , , , , , , ,,"The California drought continued in full force during the month of May, 2015. Temperatures continued to average above normal. While there was some precipitation in May, it was not uniformly distributed. Fresno received 0.57 inches of rain (133% of normal) while Bakersfield received 0.68 inches (377% of normal). Overall, seasonal rainfall amounts continued to be only 35-65 percent of normal across central California. ||The U.S. Drought Monitor continued to report exceptional drought conditions across the entire Central California region. This extent of exceptional drought is extremely unusual for California. The 2013-2014 water year (July 1 - June 30) concluded with Fresno setting its second driest on record (4.81 inches) and Bakersfield setting its third driest (2.41 inches). For the calendar year, 2014 was the warmest year on record for Fresno and Bakersfield. The trend of below normal precipitation and above normal temperatures has continued through the first few months of 2015. ||There continues to be significant media coverage on the on-going drought conditions. These reports include discussion of significant re-allocation of water resources from the east to west side of the San Joaquin Valley, farmers forgoing planting of some crops, a decrease in the snow-related tourism activity in the Southern Sierra Nevada, reduction in air quality due to persistent stagnant air, loss or reduction of ground water, wells drying up in several communities leaving them with no water, and an unprecedented increase in fire danger across the Southern Sierra Nevada and Tehachapi Mountains.",66
200,572934,INDIAN WELLS VLY (ZONE), ,05/01/2015,0,Drought, , ,0,0,0,0,CA,PST-8, ,95348,Z,98,HNX,0,0,Emergency Manager, , , , , , , , , , , , ,,"The California drought continued in full force during the month of May, 2015. Temperatures continued to average above normal. While there was some precipitation in May, it was not uniformly distributed. Fresno received 0.57 inches of rain (133% of normal) while Bakersfield received 0.68 inches (377% of normal). Overall, seasonal rainfall amounts continued to be only 35-65 percent of normal across central California. ||The U.S. Drought Monitor continued to report exceptional drought conditions across the entire Central California region. This extent of exceptional drought is extremely unusual for California. The 2013-2014 water year (July 1 - June 30) concluded with Fresno setting its second driest on record (4.81 inches) and Bakersfield setting its third driest (2.41 inches). For the calendar year, 2014 was the warmest year on record for Fresno and Bakersfield. The trend of below normal precipitation and above normal temperatures has continued through the first few months of 2015. ||There continues to be significant media coverage on the on-going drought conditions. These reports include discussion of significant re-allocation of water resources from the east to west side of the San Joaquin Valley, farmers forgoing planting of some crops, a decrease in the snow-related tourism activity in the Southern Sierra Nevada, reduction in air quality due to persistent stagnant air, loss or reduction of ground water, wells drying up in several communities leaving them with no water, and an unprecedented increase in fire danger across the Southern Sierra Nevada and Tehachapi Mountains.",67
201,572933,TULARE CTY MTNS (ZONE), ,05/01/2015,0,Drought, , ,0,0,0,0,CA,PST-8, ,95348,Z,97,HNX,0,0,Emergency Manager, , , , , , , , , , , , ,,"The California drought continued in full force during the month of May, 2015. Temperatures continued to average above normal. While there was some precipitation in May, it was not uniformly distributed. Fresno received 0.57 inches of rain (133% of normal) while Bakersfield received 0.68 inches (377% of normal). Overall, seasonal rainfall amounts continued to be only 35-65 percent of normal across central California. ||The U.S. Drought Monitor continued to report exceptional drought conditions across the entire Central California region. This extent of exceptional drought is extremely unusual for California. The 2013-2014 water year (July 1 - June 30) concluded with Fresno setting its second driest on record (4.81 inches) and Bakersfield setting its third driest (2.41 inches). For the calendar year, 2014 was the warmest year on record for Fresno and Bakersfield. The trend of below normal precipitation and above normal temperatures has continued through the first few months of 2015. ||There continues to be significant media coverage on the on-going drought conditions. These reports include discussion of significant re-allocation of water resources from the east to west side of the San Joaquin Valley, farmers forgoing planting of some crops, a decrease in the snow-related tourism activity in the Southern Sierra Nevada, reduction in air quality due to persistent stagnant air, loss or reduction of ground water, wells drying up in several communities leaving them with no water, and an unprecedented increase in fire danger across the Southern Sierra Nevada and Tehachapi Mountains.",68
